review_text,rating
During my first recharging they were leaking and wrapping was coming off. A waste of money,1
"No problems with tablet, kids love it and the size is great",5
Battery storage life only lasted 8 months (stored indoors).,1
It is just an average tablet. Bit slow but is a good option for people on budget,3
"Had it for about a week and now it won't take charge, tried new chargers and still not taking charge. Happy with tablet but unhappy about not chatging",2
These batteries do not hold charge well. By the time I need to use it few weeks none of them work,1
Was bought for a Christmas gift. My 11 year old son loves it.,5
Not good,1
fire tablet is very powerful for the size and does everything!,2
We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.,1
i love it amazon is nice read book on it play games on it,5
it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,2
Great battery deal! I have now used 6 batteries and have not noticed any difference between power length compared to duracell or energizer. They last just as long and work fine. I am now buying these because of cost savings.,5
"This is a nice little tablet for the $60 I paid on black Friday. At the regular price I would probably have gone with something a little less restricted and without so much Amazon content. The lock screen ads aren't much of a problem, I understand Amazon sells these cheap and gets it back via ads, but the 15-20 Amazon apps are a little much. It would be easier to stomach if you could add the ones you want or remove the ones you don't. That said, I was able to install the Google Play store and this tablet does everything I need it to do. Overall, I'm pretty happy with the purchase. It's a nice new toy. One note: In the online photos the magenta looks purple. It's actually pink. If you like purple, get a black one and a purple case.",4
Didn't want to go to the sites amazon wanted me to.,1
I really liked the build quality but the very lackluster performance and minuscule battery life didn't make it a keeper for me.,2
For most applications they seem to do a decent job. Have used them for about 3 years.,4
fire tablet is very powerful for the size and does everything!,2
"This Tablet does absolutely everything I want! I can watch TV Shows or Movies, check my Mail, Facebook, Google.......pay all my bills. It processes fast and has a beautiful screen. As I said: Everything I want in a Tablet for less than $100!",5
it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,2
Does not last as long as Duracell quantum. These were sent as a supplement,2
Will not seem to charge all the way and this is my 7th Kindlle.,2
